,datetime,site,geometry,SWE,SWE_units,MAX AIR TEMP,MAX AIR TEMP_units,PRECIPITATION,PRECIPITATION_units,datasource
5900,2006-02-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.8,in,42.08,degF,0.1,in,NRCS
5901,2006-02-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.9,in,47.48,degF,0.1,in,NRCS
5902,2006-02-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.9,in,42.62,degF,0.1,in,NRCS
5903,2006-03-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.0,in,36.5,degF,0.0,in,NRCS
5904,2006-03-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.0,in,44.42,degF,0.0,in,NRCS
5905,2006-03-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.0,in,45.86,degF,0.0,in,NRCS
5906,2006-03-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.0,in,36.68,degF,0.0,in,NRCS
5907,2006-03-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.9,in,44.42,degF,0.0,in,NRCS
5908,2006-03-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.9,in,50.9,degF,0.1,in,NRCS
5909,2006-03-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.0,in,43.16,degF,0.0,in,NRCS
5910,2006-03-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.9,in,30.74,degF,0.1,in,NRCS
5911,2006-03-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.0,in,21.56,degF,0.4,in,NRCS
5912,2006-03-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.4,in,20.48,degF,0.2,in,NRCS
5913,2006-03-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.5,in,23.36,degF,0.2,in,NRCS
5914,2006-03-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.7,in,24.44,degF,0.2,in,NRCS
5915,2006-03-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.9,in,20.3,degF,0.2,in,NRCS
5916,2006-03-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.1,in,37.94,degF,0.1,in,NRCS
5917,2006-03-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.1,in,27.32,degF,0.1,in,NRCS
5918,2006-03-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.2,in,38.84,degF,0.2,in,NRCS
5919,2006-03-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.3,in,36.14,degF,0.0,in,NRCS
5920,2006-03-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.3,in,37.4,degF,0.2,in,NRCS
5921,2006-03-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.5,in,37.76,degF,0.0,in,NRCS
5922,2006-03-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.4,in,34.16,degF,0.1,in,NRCS
5923,2006-03-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.5,in,33.8,degF,0.1,in,NRCS
5924,2006-03-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,41.0,degF,0.0,in,NRCS
5925,2006-03-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,41.36,degF,0.1,in,NRCS
5926,2006-03-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,45.32,degF,0.1,in,NRCS
5927,2006-03-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.7,in,51.26,degF,0.1,in,NRCS
5928,2006-03-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.8,in,36.68,degF,0.0,in,NRCS
5929,2006-03-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.8,in,45.32,degF,0.1,in,NRCS
5930,2006-03-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.8,in,46.76,degF,0.1,in,NRCS
5931,2006-03-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.9,in,47.3,degF,0.1,in,NRCS
5932,2006-03-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.0,in,37.04,degF,0.2,in,NRCS
5933,2006-03-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.2,in,52.88,degF,0.1,in,NRCS
5934,2006-04-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.2,in,40.82,degF,0.2,in,NRCS
5935,2006-04-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.4,in,41.9,degF,0.2,in,NRCS
5936,2006-04-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.5,in,55.22,degF,0.2,in,NRCS
5937,2006-04-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.7,in,51.62,degF,0.0,in,NRCS
5938,2006-04-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.6,in,46.4,degF,0.0,in,NRCS
5939,2006-04-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.5,in,32.0,degF,0.9,in,NRCS
5940,2006-04-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),16.4,in,51.98,degF,0.1,in,NRCS
5941,2006-04-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),16.4,in,56.84,degF,0.0,in,NRCS
5942,2006-04-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),16.3,in,60.8,degF,0.1,in,NRCS
5943,2006-04-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),16.1,in,55.22,degF,0.0,in,NRCS
5944,2006-04-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.8,in,47.84,degF,0.0,in,NRCS
5945,2006-04-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.8,in,61.34,degF,0.0,in,NRCS
5946,2006-04-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.5,in,60.62,degF,0.0,in,NRCS
5947,2006-04-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),15.0,in,57.74,degF,0.0,in,NRCS
5948,2006-04-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,37.76,degF,0.2,in,NRCS
5949,2006-04-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.8,in,56.66,degF,0.0,in,NRCS
5950,2006-04-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.5,in,57.56,degF,0.0,in,NRCS
5951,2006-04-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.9,in,35.06,degF,0.0,in,NRCS
5952,2006-04-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.7,in,43.7,degF,0.0,in,NRCS
5953,2006-04-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.3,in,53.06,degF,0.0,in,NRCS
5954,2006-04-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.8,in,55.4,degF,0.0,in,NRCS
5955,2006-04-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.4,in,63.86,degF,0.0,in,NRCS
5956,2006-04-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.8,in,60.44,degF,0.0,in,NRCS
5957,2006-04-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.9,in,45.68,degF,0.0,in,NRCS
5958,2006-04-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.6,in,46.58,degF,0.0,in,NRCS
5959,2006-04-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.4,in,55.94,degF,0.0,in,NRCS
5960,2006-04-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,59.9,degF,0.0,in,NRCS
5961,2006-04-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.8,in,52.16,degF,0.0,in,NRCS
5962,2006-04-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.3,in,47.66,degF,0.0,in,NRCS
5963,2006-04-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.5,in,52.16,degF,0.0,in,NRCS
5964,2006-05-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.0,in,55.58,degF,0.0,in,NRCS
5965,2006-05-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),6.2,in,55.76,degF,0.0,in,NRCS
5966,2006-05-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.5,in,57.74,degF,0.0,in,NRCS
5967,2006-05-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,59.0,degF,0.0,in,NRCS
5968,2006-05-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.1,in,53.24,degF,0.0,in,NRCS
5969,2006-05-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.6,in,54.32,degF,0.0,in,NRCS
5970,2006-05-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.9,in,51.26,degF,0.0,in,NRCS
5971,2006-05-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.2,in,51.8,degF,0.0,in,NRCS
5972,2006-05-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.6,in,47.3,degF,0.0,in,NRCS
5973,2006-05-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.1,in,45.86,degF,0.0,in,NRCS
5974,2006-05-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.5,in,53.6,degF,0.0,in,NRCS
5975,2006-05-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.3,in,60.98,degF,0.0,in,NRCS
5976,2006-05-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,65.48,degF,0.0,in,NRCS
5977,2006-05-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,64.4,degF,0.0,in,NRCS
5978,2006-05-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,63.5,degF,0.0,in,NRCS
5979,2006-05-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,62.96,degF,0.0,in,NRCS
5980,2006-05-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,65.84,degF,0.0,in,NRCS
5981,2006-05-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,66.92,degF,0.0,in,NRCS
5982,2006-05-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.7,degF,0.0,in,NRCS
5983,2006-05-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,69.98,degF,0.0,in,NRCS
5984,2006-05-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.16,degF,0.0,in,NRCS
5985,2006-05-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,61.7,degF,0.3,in,NRCS
5986,2006-05-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,56.48,degF,0.0,in,NRCS
5987,2006-05-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,66.38,degF,0.0,in,NRCS
5988,2006-05-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.78,degF,0.0,in,NRCS
5989,2006-05-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.78,degF,0.0,in,NRCS
5990,2006-05-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,69.62,degF,0.0,in,NRCS
5991,2006-05-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,55.4,degF,0.0,in,NRCS
5992,2006-05-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,50.18,degF,0.0,in,NRCS
5993,2006-05-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,61.7,degF,0.0,in,NRCS
5994,2006-05-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,65.3,degF,0.0,in,NRCS
5995,2006-06-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.42,degF,0.1,in,NRCS
5996,2006-06-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.2,degF,0.0,in,NRCS
5997,2006-06-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.48,degF,0.0,in,NRCS
5998,2006-06-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.18,degF,0.1,in,NRCS
5999,2006-06-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.9,degF,0.0,in,NRCS
6000,2006-06-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,80.42,degF,0.0,in,NRCS
6001,2006-06-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.88,degF,0.0,in,NRCS
6002,2006-06-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,66.02,degF,0.0,in,NRCS
6003,2006-06-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,62.96,degF,0.3,in,NRCS
6004,2006-06-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.0,degF,0.1,in,NRCS
6005,2006-06-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.0,degF,0.0,in,NRCS
6006,2006-06-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.64,degF,0.0,in,NRCS
6007,2006-06-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.28,degF,0.0,in,NRCS
6008,2006-06-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.28,degF,0.0,in,NRCS
6009,2006-06-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,60.8,degF,0.0,in,NRCS
6010,2006-06-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,60.44,degF,0.0,in,NRCS
6011,2006-06-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,67.64,degF,0.0,in,NRCS
6012,2006-06-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.66,degF,0.0,in,NRCS
6013,2006-06-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,78.08,degF,0.0,in,NRCS
6014,2006-06-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.1,degF,0.0,in,NRCS
6015,2006-06-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,73.76,degF,0.0,in,NRCS
6016,2006-06-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,72.5,degF,0.0,in,NRCS
6017,2006-06-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.46,degF,0.0,in,NRCS
6018,2006-06-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.46,degF,0.0,in,NRCS
6019,2006-06-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.92,degF,0.0,in,NRCS
6020,2006-06-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,66.92,degF,0.0,in,NRCS
6021,2006-06-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,69.8,degF,0.0,in,NRCS
6022,2006-06-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,69.62,degF,0.0,in,NRCS
6023,2006-06-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.84,degF,0.1,in,NRCS
6024,2006-06-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,78.98,degF,0.0,in,NRCS
6025,2006-07-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,78.26,degF,0.0,in,NRCS
6026,2006-07-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.72,degF,0.1,in,NRCS
6027,2006-07-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,65.12,degF,0.2,in,NRCS
6028,2006-07-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.18,degF,0.1,in,NRCS
6029,2006-07-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.78,degF,0.2,in,NRCS
6030,2006-07-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,63.14,degF,0.3,in,NRCS
6031,2006-07-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.52,degF,0.2,in,NRCS
6032,2006-07-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,55.22,degF,0.6,in,NRCS
6033,2006-07-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,57.38,degF,0.3,in,NRCS
6034,2006-07-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.0,degF,0.2,in,NRCS
6035,2006-07-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.96,degF,0.0,in,NRCS
6036,2006-07-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.2,degF,0.2,in,NRCS
6037,2006-07-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.12,degF,0.0,in,NRCS
6038,2006-07-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,78.44,degF,0.0,in,NRCS
6039,2006-07-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,81.86,degF,0.0,in,NRCS
6040,2006-07-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,82.4,degF,0.0,in,NRCS
6041,2006-07-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,82.04,degF,0.0,in,NRCS
6042,2006-07-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.36,degF,0.0,in,NRCS
6043,2006-07-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.18,degF,0.0,in,NRCS
6044,2006-07-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.12,degF,0.2,in,NRCS
6045,2006-07-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,73.76,degF,0.4,in,NRCS
6046,2006-07-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.9,degF,0.2,in,NRCS
6047,2006-07-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,78.44,degF,0.0,in,NRCS
6048,2006-07-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.28,degF,0.0,in,NRCS
6049,2006-07-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.36,degF,0.0,in,NRCS
6050,2006-07-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,73.04,degF,0.0,in,NRCS
6051,2006-07-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.36,degF,0.0,in,NRCS
6052,2006-07-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.2,degF,0.4,in,NRCS
6053,2006-07-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.12,degF,0.0,in,NRCS
6054,2006-07-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,78.26,degF,0.2,in,NRCS
6055,2006-07-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,76.46,degF,0.0,in,NRCS
6056,2006-08-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.36,degF,0.0,in,NRCS
6057,2006-08-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.7,degF,0.1,in,NRCS
6058,2006-08-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,66.2,degF,0.0,in,NRCS
6059,2006-08-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,63.32,degF,0.0,in,NRCS
6060,2006-08-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,65.12,degF,0.1,in,NRCS
6061,2006-08-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.16,degF,0.1,in,NRCS
6062,2006-08-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.96,degF,0.2,in,NRCS
6063,2006-08-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.96,degF,0.2,in,NRCS
6064,2006-08-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.2,degF,0.0,in,NRCS
6065,2006-08-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.3,degF,0.0,in,NRCS
6066,2006-08-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,77.9,degF,0.1,in,NRCS
6067,2006-08-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,63.14,degF,0.0,in,NRCS
6068,2006-08-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,67.46,degF,0.1,in,NRCS
6069,2006-08-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.6,degF,0.1,in,NRCS
6070,2006-08-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,74.48,degF,0.0,in,NRCS
6071,2006-08-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,72.5,degF,0.0,in,NRCS
6072,2006-08-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,73.4,degF,0.1,in,NRCS
6073,2006-08-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.56,degF,0.0,in,NRCS
6074,2006-08-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.9,degF,0.1,in,NRCS
6075,2006-08-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,69.08,degF,0.0,in,NRCS
6076,2006-08-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,73.4,degF,0.1,in,NRCS
6077,2006-08-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,67.82,degF,0.0,in,NRCS
6078,2006-08-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,75.92,degF,0.1,in,NRCS
6079,2006-08-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,65.84,degF,0.0,in,NRCS
6080,2006-08-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,64.4,degF,0.1,in,NRCS
6081,2006-08-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,53.24,degF,0.8,in,NRCS
6082,2006-08-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,60.62,degF,0.3,in,NRCS
6083,2006-08-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,64.76,degF,0.1,in,NRCS
6084,2006-08-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,70.34,degF,0.1,in,NRCS
6085,2006-08-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,71.96,degF,0.0,in,NRCS
6086,2006-08-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,68.18,degF,0.0,in,NRCS
6087,2006-09-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,72.5,degF,0.0,in,NRCS
